ID Empleado,Edad,Género,Estado civil,Nivel educativo,Especialización,Años trabajando,Compañías empleadoras,Departamento,Cargo,Banda laboral,Sede,Frecuencia de viajes,Distancia al hogar,Ingresos mensuales,Nivel de stock options,Horas extraordinarias,Sesiones de formación,Años en la empresa,Años en el cargo,Años sin promocionar,Años con el mismo jefe,% Incremento salarial,Rendimiento,Satisfacción con el trabajo,Satisfacción con el ambiente,Satisfacción con las relaciones,Nivel de involucración,Balance de la vida laboral,Estado de la relación laboral,Tipo de desvinculación,Razón de la desvinculación,Turnover,GrupoEdad,Satisfaccion_bucket
ECU-0116,37,Masculino,Soltero,3,Ciencias de la vida,12,2,Ventas,Ejecutivo de ventas,3,Madrid,Viajes ocasionales,3,7428,0,,3,5,3,1,3,12,3,4,3,1,3,3,Activa,,,0,35-44,4
ECU-0117,34,Femenino,Soltero,3,Medicina,14,2,Investigación y desarrollo,Director,3,Madrid,Viajes ocasionales,5,11631,0,,6,11,10,5,8,12,3,1,3,4,2,3,Activa,,,0,25-34,1
ECU-0118,36,Femenino,Casado,2,Grado técnico,10,0,Ventas,Ejecutivo de ventas,3,Bilbao,Viajes frecuentes,11,9738,1,,6,9,7,2,8,14,3,4,2,3,3,3,Activa,,,0,35-44,4
ECU-0119,36,Femenino,Divorciado,2,Ciencias de la vida,7,5,Investigación y desarrollo,Técnico de laboratorio,1,Bilbao,Viajes ocasionales,3,2835,1,,2,1,0,0,0,22,4,4,1,1,3,3,Activa,,,0,35-44,4
ECU-0120,43,Masculino,Casado,2,Ciencias de la vida,25,1,Ventas,Director,4,Bilbao,Viajes frecuentes,26,16959,2,,3,25,12,4,12,12,3,4,3,4,3,4,Activa,,,0,35-44,4
ECU-0121,30,Masculino,Divorciado,3,Ciencias de la vida,10,1,Investigación y desarrollo,Investigador,1,Bilbao,Viajes frecuentes,23,2613,3,,2,10,7,0,9,25,4,3,1,3,1,2,Activa,,,0,25-34,3
ECU-0122,33,Masculino,Casado,2,Marketing,8,0,Ventas,Ejecutivo de ventas,2,Bilbao,Sin desplazamientos,22,6146,1,,2,7,7,0,7,13,3,2,3,1,3,4,Activa,,,0,25-34,2
ECU-0123,56,Femenino,Casado,4,Ciencias de la vida,7,9,Investigación y desarrollo,Investigador,1,Bilbao,Viajes ocasionales,14,4963,3,,2,5,4,4,3,18,3,2,2,1,3,3,Finalizada,Voluntaria,Jubilación,1,55+,2
ECU-0124,51,Masculino,Soltero,3,Ciencias de la vida,23,7,Investigación y desarrollo,Director de investigación,5,Barcelona,Viajes ocasionales,6,19537,0,,5,20,18,15,15,13,3,3,1,3,3,3,Activa,,,0,45-54,3
ECU-0125,31,Masculino,Casado,4,Ciencias de la vida,12,4,Ventas,Ejecutivo de ventas,2,Bilbao,Viajes ocasionales,6,6172,0,,3,7,7,7,7,18,3,3,2,2,1,2,Finalizada,Voluntaria,Dimisión,1,25-34,3
ECU-0126,26,Femenino,Casado,3,Otras,5,1,Investigación y desarrollo,Investigador,1,Bilbao,Viajes ocasionales,6,2368,0,,3,5,4,4,3,19,3,2,3,3,2,2,Activa,,,0,25-34,2
ECU-0127,58,Femenino,Casado,4,Medicina,40,1,Investigación y desarrollo,Representante sanitario,3,Bilbao,Viajes ocasionales,23,10312,1,,3,40,10,15,6,12,3,4,4,4,3,2,Finalizada,Voluntaria,Jubilación,1,55+,4
ECU-0128,19,Masculino,Soltero,1,Marketing,0,1,Ventas,Representante de ventas,1,Barcelona,Viajes ocasionales,22,1675,0,,2,0,0,0,0,19,1,3,4,4,3,2,Finalizada,Involuntaria,Despido,1,<25,3
ECU-0129,22,Masculino,Casado,1,Grado técnico,3,0,Investigación y desarrollo,Técnico de laboratorio,1,Barcelona,Viajes ocasionales,2,2523,1,,2,2,1,2,1,14,3,4,3,3,3,3,Activa,,,0,<25,4
ECU-0130,49,Femenino,Casado,4,Medicina,16,1,Investigación y desarrollo,Director de fabricación,2,Bilbao,Viajes ocasionales,20,6567,0,,2,15,11,5,11,14,3,1,3,3,3,2,Activa,,,0,45-54,1
ECU-0131,43,Femenino,Soltero,3,Medicina,18,4,Investigación y desarrollo,Investigador,1,Bilbao,Viajes frecuentes,28,4739,0,,2,3,2,1,2,12,3,3,2,4,4,3,Activa,,,0,35-44,3
ECU-0132,50,Femenino,Soltero,3,Marketing,16,4,Ventas,Ejecutivo de ventas,3,Barcelona,Viajes frecuentes,12,9208,0,,3,2,2,2,1,11,3,4,3,4,3,3,Activa,,,0,45-54,4
ECU-0133,31,Femenino,Casado,3,Ciencias de la vida,4,3,Ventas,Ejecutivo de ventas,2,Bilbao,Viajes ocasionales,20,4559,1,,2,2,2,2,2,11,3,3,2,3,1,3,Finalizada,Voluntaria,Dimisión,1,25-34,3
ECU-0134,41,Masculino,Divorciado,1,Ciencias de la vida,12,3,Ventas,Ejecutivo de ventas,3,Bilbao,Viajes ocasionales,9,8189,1,,2,9,7,0,7,13,3,3,3,3,3,3,Activa,,,0,35-44,3
ECU-0135,26,Femenino,Casado,1,Ciencias de la vida,8,1,Recursos humanos,Gestor de personal,1,Bilbao,Viajes ocasionales,25,2942,1,,3,8,7,5,7,23,4,3,3,4,3,3,Activa,,,0,25-34,3
ECU-0136,36,Masculino,Divorciado,2,Medicina,7,6,Investigación y desarrollo,Director de fabricación,2,Barcelona,Viajes ocasionales,6,4941,2,,0,3,2,0,1,20,4,2,2,4,3,3,Activa,,,0,35-44,2
ECU-0137,51,Masculino,Soltero,4,Ciencias de la vida,18,2,Investigación y desarrollo,Director de fabricación,3,Madrid,Viajes frecuentes,8,10650,0,,2,4,2,0,3,15,3,4,1,4,1,3,Finalizada,Voluntaria,Dimisión,1,45-54,4
ECU-0138,39,Femenino,Casado,4,Ciencias de la vida,17,4,Ventas,Ejecutivo de ventas,2,Bilbao,Viajes ocasionales,4,5902,1,,1,15,11,5,9,14,3,3,4,3,2,4,Activa,,,0,35-44,3
ECU-0139,25,Masculino,Casado,3,Ciencias de la vida,6,2,Ventas,Ejecutivo de ventas,2,Barcelona,Viajes ocasionales,28,8639,0,,3,2,2,2,2,18,3,3,1,4,2,3,Activa,,,0,25-34,3
ECU-0140,30,Masculino,Casado,3,Recursos humanos,12,0,Recursos humanos,Gestor de personal,2,Bilbao,Viajes ocasionales,9,6347,0,,2,11,9,4,7,19,3,4,3,4,3,1,Activa,,,0,25-34,4
ECU-0141,32,Femenino,Soltero,3,Medicina,10,7,Investigación y desarrollo,Técnico de laboratorio,1,Madrid,Viajes ocasionales,9,4200,0,,2,5,4,0,4,22,4,1,1,1,3,4,Finalizada,Voluntaria,Dimisión,1,25-34,1
ECU-0142,45,Masculino,Soltero,3,Medicina,9,5,Investigación y desarrollo,Investigador,1,Bilbao,Viajes ocasionales,29,3452,0,,2,6,5,0,3,13,3,4,3,2,3,2,Activa,,,0,45-54,4
ECU-0143,38,Femenino,Soltero,5,Grado técnico,19,3,Investigación y desarrollo,Investigador,2,Bilbao,Viajes ocasionales,3,4317,0,,2,3,2,2,2,20,4,3,4,2,3,3,Activa,,,0,35-44,3
ECU-0144,30,Femenino,Soltero,3,Ciencias de la vida,5,1,Investigación y desarrollo,Investigador,1,Barcelona,Viajes ocasionales,18,2632,0,,4,5,4,0,4,14,3,3,1,3,3,2,Activa,,,0,25-34,3
ECU-0145,32,Masculino,Divorciado,2,Medicina,9,0,Ventas,Ejecutivo de ventas,2,Madrid,Viajes frecuentes,9,4668,3,,2,8,7,0,7,17,3,4,4,4,1,4,Activa,,,0,25-34,4
ECU-0146,30,Femenino,Divorciado,3,Grado técnico,8,5,Investigación y desarrollo,Investigador,1,Barcelona,Viajes ocasionales,5,3204,1,,3,3,2,2,2,14,3,1,4,4,3,3,Activa,,,0,25-34,1
ECU-0147,30,Masculino,Soltero,1,Medicina,6,0,Investigación y desarrollo,Técnico de laboratorio,1,Bilbao,Viajes ocasionales,2,2720,0,,3,5,3,1,2,13,3,4,2,4,2,3,Activa,,,0,25-34,4
ECU-0148,41,Masculino,Divorciado,3,Ciencias de la vida,21,4,Investigación y desarrollo,Director,4,Bilbao,Viajes frecuentes,10,17181,1,,2,7,6,7,7,13,3,1,4,2,2,2,Activa,,,0,35-44,1
ECU-0149,41,Masculino,Casado,4,Ciencias de la vida,7,2,Investigación y desarrollo,Técnico de laboratorio,1,Madrid,Viajes ocasionales,9,2238,1,,2,5,0,1,4,21,4,1,3,4,3,3,Activa,,,0,35-44,1
ECU-0150,19,Femenino,Soltero,1,Medicina,1,1,Investigación y desarrollo,Técnico de laboratorio,1,Barcelona,Viajes ocasionales,3,1483,0,,3,1,0,0,0,14,3,2,2,4,3,3,Activa,,,0,<25,2
ECU-0151,40,Femenino,Divorciado,3,Medicina,20,1,Investigación y desarrollo,Investigador,2,Barcelona,Viajes frecuentes,26,5605,1,,2,20,7,2,13,11,3,2,2,1,3,3,Activa,,,0,35-44,2
ECU-0152,35,Masculino,Casado,5,Marketing,10,1,Ventas,Ejecutivo de ventas,3,Barcelona,Viajes ocasionales,1,7295,2,,3,10,8,0,6,13,3,2,3,1,3,3,Activa,,,0,35-44,2
ECU-0153,53,Masculino,Casado,2,Marketing,13,2,Ventas,Representante de ventas,2,Bilbao,Viajes ocasionales,6,2306,1,,3,7,7,4,5,20,4,3,2,4,3,1,Activa,,,0,45-54,3
ECU-0154,45,Masculino,Divorciado,3,Ciencias de la vida,20,8,Investigación y desarrollo,Técnico de laboratorio,2,Bilbao,Viajes ocasionales,9,2348,1,,2,17,9,0,15,18,3,2,2,3,3,1,Activa,,,0,45-54,2
ECU-0155,32,Femenino,Soltero,3,Marketing,9,1,Ventas,Ejecutivo de ventas,3,Bilbao,Viajes frecuentes,8,8998,0,,2,9,8,3,7,14,3,4,2,4,3,3,Activa,,,0,25-34,4
ECU-0156,29,Masculino,Casado,1,Grado técnico,10,1,Investigación y desarrollo,Director de fabricación,2,Madrid,Sin desplazamientos,1,4319,1,,1,10,7,0,9,13,3,3,4,1,3,3,Activa,,,0,25-34,3
ECU-0157,51,Masculino,Casado,4,Medicina,10,2,Investigación y desarrollo,Director de fabricación,2,Bilbao,Viajes ocasionales,7,6132,0,,2,1,0,0,0,17,3,3,2,3,2,3,Activa,,,0,45-54,3
ECU-0158,58,Femenino,Casado,3,Medicina,9,4,Investigación y desarrollo,Investigador,1,Bilbao,Viajes ocasionales,9,3346,1,,3,1,0,0,0,20,4,2,2,2,2,2,Activa,,,0,55+,2
ECU-0159,40,Masculino,Casado,4,Marketing,15,7,Ventas,Ejecutivo de ventas,3,Barcelona,Viajes ocasionales,4,10855,1,,2,12,11,2,11,11,3,4,3,1,2,2,Activa,,,0,35-44,4
ECU-0160,34,Femenino,Casado,4,Marketing,6,6,Ventas,Representante de ventas,1,Bilbao,Viajes frecuentes,2,2231,1,,3,4,3,1,2,18,3,3,3,4,3,3,Activa,,,0,25-34,3
ECU-0161,22,Masculino,Casado,1,Medicina,2,1,Investigación y desarrollo,Investigador,1,Bilbao,Viajes ocasionales,19,2323,2,,6,2,2,2,2,24,4,4,3,1,3,3,Activa,,,0,<25,4
ECU-0162,27,Masculino,Divorciado,3,Medicina,6,6,Investigación y desarrollo,Investigador,1,Madrid,Sin desplazamientos,9,2024,1,,1,2,2,2,2,18,3,2,4,4,3,1,Activa,,,0,25-34,2
ECU-0163,28,Masculino,Casado,3,Medicina,5,1,Investigación y desarrollo,Investigador,1,Bilbao,Viajes ocasionales,21,2713,1,,2,5,2,0,2,11,3,4,3,3,3,1,Activa,,,0,25-34,4
ECU-0164,57,Masculino,Divorciado,2,Ciencias de la vida,12,3,Investigación y desarrollo,Representante sanitario,3,Bilbao,Viajes ocasionales,24,9439,1,,2,5,3,1,4,16,3,4,3,2,4,1,Activa,,,0,55+,4
ECU-0165,27,Masculino,Divorciado,3,Medicina,1,1,Investigación y desarrollo,Investigador,1,Bilbao,Sin desplazamientos,3,2566,1,,2,1,1,0,1,15,3,3,3,4,2,2,Activa,,,0,25-34,3
ECU-0166,50,Femenino,Soltero,3,Ciencias de la vida,21,3,Investigación y desarrollo,Director,5,Bilbao,Viajes ocasionales,11,19926,0,,5,5,4,4,4,15,3,2,3,2,3,3,Activa,,,0,45-54,2
ECU-0167,41,Masculino,Divorciado,3,Ciencias de la vida,13,4,Investigación y desarrollo,Investigador,1,Bilbao,Viajes ocasionales,14,2451,1,,2,9,8,1,8,12,3,3,1,1,3,3,Activa,,,0,35-44,3
ECU-0168,30,Femenino,Casado,3,Ciencias de la vida,12,2,Ventas,Ejecutivo de ventas,3,Barcelona,Viajes ocasionales,5,9419,1,,2,10,9,7,4,12,3,4,2,3,3,3,Activa,,,0,25-34,4
ECU-0169,38,Femenino,Soltero,4,Ciencias de la vida,12,4,Ventas,Ejecutivo de ventas,2,Barcelona,Viajes ocasionales,1,8686,0,,2,8,3,0,7,22,4,4,1,3,2,4,Activa,,,0,35-44,4
ECU-0170,32,Masculino,Soltero,5,Ciencias de la vida,8,3,Investigación y desarrollo,Investigador,1,Bilbao,Viajes ocasionales,6,3038,0,,2,5,4,1,4,20,4,3,3,1,3,3,Activa,,,0,25-34,3
ECU-0171,27,Masculino,Casado,3,Grado técnico,6,0,Investigación y desarrollo,Investigador,1,Barcelona,Viajes ocasionales,17,3058,1,,3,5,2,1,1,16,3,2,3,4,3,2,Activa,,,0,25-34,2
ECU-0172,19,Femenino,Soltero,1,Grado técnico,1,0,Ventas,Representante de ventas,1,Madrid,Viajes frecuentes,1,2325,0,,5,0,0,0,0,21,4,1,3,1,1,4,Finalizada,Voluntaria,Dimisión,1,<25,1
ECU-0173,36,Masculino,Soltero,2,Medicina,13,4,Investigación y desarrollo,Técnico de laboratorio,1,Bilbao,Viajes frecuentes,3,2088,0,,3,8,7,7,2,12,3,2,4,3,3,2,Activa,,,0,35-44,2
ECU-0174,30,Masculino,Divorciado,3,Medicina,12,1,Investigación y desarrollo,Técnico de laboratorio,2,Bilbao,Sin desplazamientos,9,3072,2,,4,12,9,6,10,11,3,1,3,3,3,3,Activa,,,0,25-34,1
ECU-0175,45,Femenino,Divorciado,2,Ciencias de la vida,9,4,Ventas,Ejecutivo de ventas,2,Barcelona,Viajes ocasionales,4,5006,1,,3,5,4,0,3,11,3,1,3,1,3,4,Activa,,,0,45-54,1
ECU-0176,56,Femenino,Divorciado,3,Ciencias de la vida,19,4,Investigación y desarrollo,Investigador,1,Madrid,Viajes ocasionales,8,4257,1,,3,2,2,2,2,18,3,1,3,3,3,3,Activa,,,0,55+,1
ECU-0177,33,Masculino,Soltero,3,Ciencias de la vida,4,0,Investigación y desarrollo,Investigador,1,Barcelona,Viajes ocasionales,2,2500,0,,2,3,1,0,2,14,3,4,3,1,3,4,Activa,,,0,25-34,4
ECU-0178,19,Masculino,Soltero,3,Ciencias de la vida,1,1,Investigación y desarrollo,Técnico de laboratorio,1,Madrid,Viajes ocasionales,2,1102,0,,3,1,0,1,0,22,4,4,2,3,2,2,Finalizada,Voluntaria,Dimisión,1,<25,4
ECU-0179,46,Femenino,Divorciado,2,Marketing,24,1,Ventas,Ejecutivo de ventas,3,Madrid,Viajes ocasionales,1,10453,3,,2,24,13,15,7,25,4,1,2,3,3,3,Activa,,,0,45-54,1
ECU-0180,38,Femenino,Soltero,2,Ciencias de la vida,2,1,Investigación y desarrollo,Técnico de laboratorio,1,Madrid,Viajes ocasionales,9,2288,0,,3,2,2,2,1,12,3,4,3,3,3,3,Activa,,,0,35-44,4
ECU-0181,31,Femenino,Casado,1,Medicina,7,8,Investigación y desarrollo,Investigador,1,Madrid,Viajes ocasionales,12,3929,1,,0,4,2,0,2,23,4,4,3,3,3,3,Activa,,,0,25-34,4
ECU-0182,34,Femenino,Soltero,2,Medicina,9,2,Investigación y desarrollo,Investigador,1,Barcelona,Viajes ocasionales,27,2311,0,,3,3,2,1,2,15,3,2,4,4,3,3,Activa,,,0,25-34,2
ECU-0183,41,Femenino,Soltero,2,Marketing,4,1,Ventas,Representante de ventas,1,Bilbao,Viajes ocasionales,20,3140,0,,5,4,3,0,2,22,4,2,2,4,3,2,Finalizada,Voluntaria,Dimisión,1,35-44,2
ECU-0184,50,Masculino,Casado,3,Medicina,5,2,Investigación y desarrollo,Técnico de laboratorio,1,Bilbao,Viajes ocasionales,1,3690,1,,2,3,2,0,2,15,3,3,3,4,2,2,Activa,,,0,45-54,3
ECU-0185,53,Femenino,Divorciado,2,Medicina,5,1,Investigación y desarrollo,Director de fabricación,2,Barcelona,Viajes ocasionales,13,4450,2,,3,4,2,1,3,11,3,1,4,3,4,3,Activa,,,0,45-54,1
ECU-0186,33,Femenino,Casado,3,Medicina,8,1,Investigación y desarrollo,Investigador,1,Bilbao,Viajes ocasionales,14,2756,1,,5,8,7,1,6,13,3,2,4,4,3,3,Activa,,,0,25-34,2
ECU-0187,40,Femenino,Casado,1,Medicina,21,1,Investigación y desarrollo,Director,5,Bilbao,Viajes ocasionales,4,19033,1,,2,20,8,9,9,14,3,3,4,2,3,3,Activa,,,0,35-44,3
ECU-0188,55,Masculino,Soltero,4,Medicina,36,8,Investigación y desarrollo,Director de investigación,5,Barcelona,Viajes ocasionales,14,18722,0,,3,24,15,2,15,11,3,2,3,4,4,3,Activa,,,0,55+,2
ECU-0189,34,Masculino,Casado,1,Ciencias de la vida,10,1,Investigación y desarrollo,Director de fabricación,2,Madrid,Viajes frecuentes,2,9547,0,,2,10,9,1,9,17,3,3,4,3,2,2,Activa,,,0,25-34,3
ECU-0190,51,Femenino,Soltero,3,Medicina,21,3,Investigación y desarrollo,Representante sanitario,4,Bilbao,Viajes ocasionales,3,13734,0,,6,7,7,1,0,18,3,2,4,3,3,3,Activa,,,0,45-54,2
ECU-0191,52,Masculino,Casado,4,Ciencias de la vida,34,0,Investigación y desarrollo,Director,5,Bilbao,Viajes ocasionales,1,19999,1,,5,33,18,11,9,14,3,3,3,1,2,3,Activa,,,0,45-54,3
ECU-0192,27,Femenino,Soltero,3,Medicina,7,1,Investigación y desarrollo,Investigador,1,Madrid,Viajes ocasionales,9,2279,0,,2,7,7,0,3,16,3,2,4,4,3,2,Activa,,,0,25-34,2
ECU-0193,35,Masculino,Casado,2,Ciencias de la vida,8,3,Investigación y desarrollo,Director de fabricación,2,Barcelona,Viajes ocasionales,23,5916,0,,1,1,0,0,1,13,3,3,2,1,2,3,Finalizada,Voluntaria,Dimisión,1,35-44,3
ECU-0194,43,Masculino,Divorciado,3,Medicina,7,4,Investigación y desarrollo,Investigador,1,Bilbao,Sin desplazamientos,7,2089,3,,3,5,4,2,2,14,3,4,4,4,4,4,Activa,,,0,35-44,4
ECU-0195,45,Masculino,Casado,2,Medicina,22,9,Investigación y desarrollo,Director,4,Bilbao,Sin desplazamientos,2,16792,1,,1,20,8,11,8,23,4,4,1,4,2,3,Activa,,,0,45-54,4
ECU-0196,37,Masculino,Casado,3,Ciencias de la vida,8,1,Investigación y desarrollo,Investigador,1,Bilbao,Viajes ocasionales,21,3564,1,,3,8,7,1,7,12,3,1,2,1,4,2,Activa,,,0,35-44,1
ECU-0197,35,Femenino,Soltero,3,Medicina,10,5,Investigación y desarrollo,Técnico de laboratorio,2,Madrid,Viajes frecuentes,2,4425,0,,5,6,2,1,2,11,3,2,2,4,3,3,Activa,,,0,35-44,2
ECU-0198,42,Femenino,Divorciado,2,Medicina,11,2,Investigación y desarrollo,Director de fabricación,2,Barcelona,Sin desplazamientos,21,5265,1,,5,5,3,0,2,16,3,3,3,2,3,3,Activa,,,0,35-44,3
ECU-0199,38,Masculino,Casado,4,Ciencias de la vida,14,9,Investigación y desarrollo,Director de fabricación,2,Barcelona,Viajes ocasionales,2,6553,0,,3,1,0,0,0,14,3,3,4,2,3,3,Activa,,,0,35-44,3
ECU-0200,38,Masculino,Casado,3,Grado técnico,9,3,Investigación y desarrollo,Director de fabricación,2,Bilbao,Viajes ocasionales,29,6261,1,,3,7,7,1,7,18,3,4,4,1,3,1,Activa,,,0,35-44,4
ECU-0201,27,Masculino,Casado,1,Grado técnico,6,5,Investigación y desarrollo,Director de fabricación,2,Bilbao,Viajes frecuentes,1,4298,1,,1,2,2,2,0,19,3,1,3,3,2,3,Activa,,,0,25-34,1
ECU-0202,49,Masculino,Divorciado,4,Ciencias de la vida,7,1,Investigación y desarrollo,Director de fabricación,2,Barcelona,Sin desplazamientos,18,6804,2,,0,7,7,1,7,15,3,4,4,1,3,3,Activa,,,0,45-54,4
ECU-0203,34,Masculino,Divorciado,4,Medicina,5,1,Investigación y desarrollo,Investigador,1,Bilbao,Viajes frecuentes,10,3815,1,,4,5,3,2,0,17,3,3,4,4,3,4,Activa,,,0,25-34,3
ECU-0204,40,Masculino,Casado,2,Medicina,15,8,Investigación y desarrollo,Técnico de laboratorio,2,Bilbao,Viajes ocasionales,19,2741,1,,2,7,2,3,7,15,3,4,3,3,3,4,Activa,,,0,35-44,4
ECU-0205,38,Masculino,Casado,1,Medicina,17,7,Investigación y desarrollo,Representante sanitario,2,Madrid,Viajes ocasionales,29,6673,0,,2,1,0,0,0,19,3,1,2,2,3,3,Finalizada,Voluntaria,Dimisión,1,35-44,1
ECU-0206,29,Femenino,Casado,3,Marketing,10,1,Ventas,Ejecutivo de ventas,3,Barcelona,Viajes ocasionales,27,7639,3,,3,10,4,1,9,22,4,4,2,4,3,2,Finalizada,Voluntaria,Dimisión,1,25-34,4
ECU-0207,22,Masculino,Divorciado,3,Ciencias de la vida,4,1,Investigación y desarrollo,Investigador,1,Madrid,Viajes ocasionales,5,2328,1,,2,4,2,2,2,16,3,2,4,1,4,2,Activa,,,0,<25,2
ECU-0208,36,Femenino,Soltero,1,Medicina,8,1,Investigación y desarrollo,Técnico de laboratorio,1,Bilbao,Viajes frecuentes,18,2153,0,,2,8,1,1,7,13,3,4,2,1,3,3,Activa,,,0,35-44,4
ECU-0209,40,Masculino,Casado,5,Ciencias de la vida,5,9,Investigación y desarrollo,Representante sanitario,2,Bilbao,Sin desplazamientos,9,4876,1,,5,3,2,0,2,14,3,4,4,4,2,1,Activa,,,0,35-44,4
ECU-0210,46,Masculino,Divorciado,4,Medicina,17,7,Investigación y desarrollo,Representante sanitario,3,Madrid,Viajes ocasionales,1,9396,1,,3,4,2,0,3,16,3,1,4,3,3,3,Activa,,,0,45-54,1
ECU-0211,32,Masculino,Casado,4,Medicina,14,1,Ventas,Ejecutivo de ventas,3,Bilbao,Viajes ocasionales,4,10400,0,,2,14,8,9,8,11,3,4,4,3,1,2,Finalizada,Voluntaria,Dimisión,1,25-34,4
ECU-0212,30,Masculino,Soltero,1,Ciencias de la vida,12,1,Investigación y desarrollo,Director de fabricación,3,Madrid,Sin desplazamientos,1,8474,0,,2,11,8,5,8,22,4,3,3,3,2,3,Activa,,,0,25-34,3
ECU-0213,27,Femenino,Soltero,3,Ciencias de la vida,7,1,Ventas,Ejecutivo de ventas,2,Bilbao,Viajes frecuentes,20,9981,0,,2,7,7,0,7,14,3,3,4,4,3,3,Activa,,,0,25-34,3
ECU-0214,51,Masculino,Casado,4,Ciencias de la vida,16,5,Investigación y desarrollo,Director de investigación,3,Madrid,Viajes ocasionales,8,12490,2,,5,10,9,4,7,16,3,2,2,4,2,1,Activa,,,0,45-54,2
ECU-0215,30,Femenino,Soltero,3,Grado técnico,8,5,Investigación y desarrollo,Investigador,1,Bilbao,Viajes ocasionales,3,2657,0,,5,5,2,0,4,11,2,1,4,3,3,3,Finalizada,Voluntaria,Dimisión,1,25-34,1
ECU-0216,41,Femenino,Soltero,3,Ciencias de la vida,16,3,Ventas,Director,3,Bilbao,Viajes ocasionales,6,13591,0,,3,1,0,0,0,18,3,4,4,3,3,3,Activa,,,0,35-44,4
ECU-0217,30,Femenino,Soltero,4,Marketing,9,5,Ventas,Ejecutivo de ventas,2,Bilbao,Viajes frecuentes,26,6696,0,,5,6,3,0,1,15,3,1,3,3,2,2,Finalizada,Voluntaria,Dimisión,1,25-34,1
ECU-0218,29,Masculino,Soltero,3,Grado técnico,7,0,Investigación y desarrollo,Investigador,1,Bilbao,Viajes ocasionales,1,2058,0,,1,6,2,1,5,14,3,3,3,4,3,2,Finalizada,Voluntaria,Dimisión,1,25-34,3
ECU-0219,45,Femenino,Soltero,3,Medicina,23,6,Ventas,Ejecutivo de ventas,3,Barcelona,Sin desplazamientos,6,8865,0,,2,19,7,12,8,12,3,4,4,4,2,3,Activa,,,0,45-54,4
ECU-0220,54,Femenino,Casado,3,Marketing,16,2,Ventas,Ejecutivo de ventas,2,Barcelona,Viajes ocasionales,3,5940,1,,4,6,2,0,5,14,3,1,4,4,3,3,Activa,,,0,45-54,1
ECU-0221,36,Masculino,Soltero,2,Ciencias de la vida,16,8,Investigación y desarrollo,Técnico de laboratorio,2,Barcelona,Viajes ocasionales,5,5914,0,,3,13,11,3,7,16,3,2,4,4,3,4,Activa,,,0,35-44,2
ECU-0222,33,Femenino,Casado,4,Medicina,7,6,Investigación y desarrollo,Investigador,1,Bilbao,Viajes ocasionales,4,2622,0,,3,3,2,1,1,21,4,2,3,4,2,3,Activa,,,0,25-34,2
ECU-0223,37,Masculino,Divorciado,3,Otras,10,1,Investigación y desarrollo,Director de investigación,3,Barcelona,Viajes frecuentes,11,12185,3,,1,10,8,0,7,14,3,4,2,3,3,3,Activa,,,0,35-44,4
ECU-0224,38,Masculino,Divorciado,3,Ciencias de la vida,17,0,Ventas,Ejecutivo de ventas,3,Bilbao,Viajes ocasionales,3,10609,2,,6,16,10,5,13,12,3,3,1,3,3,2,Activa,,,0,35-44,3
ECU-0225,31,Masculino,Casado,4,Medicina,6,0,Investigación y desarrollo,Director de fabricación,2,Bilbao,Sin desplazamientos,1,4345,1,,2,5,4,1,4,12,3,3,3,4,1,3,Activa,,,0,25-34,3
ECU-0226,59,Masculino,Casado,3,Ciencias de la vida,7,3,Investigación y desarrollo,Investigador,1,Bilbao,Viajes ocasionales,3,2177,1,,6,1,0,0,0,17,3,4,3,1,2,3,Activa,,,0,55+,4
ECU-0227,37,Masculino,Divorciado,4,Marketing,13,4,Ventas,Representante de ventas,1,Madrid,Viajes frecuentes,4,2793,1,,2,9,8,5,8,17,3,4,1,3,3,3,Activa,,,0,35-44,4
ECU-0228,29,Femenino,Casado,1,Medicina,11,1,Ventas,Ejecutivo de ventas,3,Madrid,Viajes frecuentes,1,7918,1,,5,11,10,4,1,14,3,4,2,4,3,3,Activa,,,0,25-34,4
ECU-0229,35,Femenino,Soltero,3,Marketing,10,1,Ventas,Ejecutivo de ventas,3,Barcelona,Viajes frecuentes,1,8789,0,,3,10,7,0,8,14,3,3,3,1,3,4,Activa,,,0,35-44,3
ECU-0230,29,Masculino,Soltero,1,Medicina,4,1,Investigación y desarrollo,Investigador,1,Bilbao,Viajes ocasionales,18,2389,0,,3,4,3,0,1,13,3,4,3,3,2,2,Finalizada,Voluntaria,Dimisión,1,25-34,4
ECU-0231,52,Femenino,Soltero,3,Ciencias de la vida,6,7,Investigación y desarrollo,Técnico de laboratorio,1,Bilbao,Viajes ocasionales,2,3212,0,,3,2,2,2,2,15,3,4,3,2,2,2,Activa,,,0,45-54,4
ECU-0232,42,Masculino,Casado,2,Grado técnico,22,1,Investigación y desarrollo,Director,5,Bilbao,Viajes ocasionales,4,19232,0,,3,22,17,11,15,11,3,4,3,4,3,3,Activa,,,0,35-44,4
ECU-0233,59,Masculino,Casado,2,Medicina,7,8,Recursos humanos,Gestor de personal,1,Bilbao,Viajes ocasionales,6,2267,0,,2,2,2,2,2,17,3,3,2,4,3,2,Activa,,,0,55+,3
ECU-0234,50,Femenino,Divorciado,4,Medicina,32,3,Ventas,Director,5,Barcelona,Viajes ocasionales,1,19517,1,,3,7,0,0,6,11,3,4,4,3,3,2,Activa,,,0,45-54,4
